sentence_id,template_id,template_type,entity,tier,sentence,multi_token_flag
T11_RABBIT,T11,scientific_welfare,rabbit,T2,The study aimed to determine whether the rabbit had subjective experiences.,False
T11_RAT,T11,scientific_welfare,rat,T2,The study aimed to determine whether the rat had subjective experiences.,False
T11_HORSE,T11,scientific_welfare,horse,T2,The study aimed to determine whether the horse had subjective experiences.,False
T11_WHALE,T11,scientific_welfare,whale,T2,The study aimed to determine whether the whale had subjective experiences.,False
T11_SALMON,T11,scientific_welfare,salmon,T3,The study aimed to determine whether the salmon had subjective experiences.,False
T11_CHICKEN,T11,scientific_welfare,chicken,T3,The study aimed to determine whether the chicken had subjective experiences.,False
T11_FROG,T11,scientific_welfare,frog,T3,The study aimed to determine whether the frog had subjective experiences.,False
T11_ZEBRAFISH,T11,scientific_welfare,zebrafish,T3,The study aimed to determine whether the zebrafish had subjective experiences.,False
T11_CROW,T11,scientific_welfare,crow,T3,The study aimed to determine whether the crow had subjective experiences.,False
T11_SNAKE,T11,scientific_welfare,snake,T3,The study aimed to determine whether the snake had subjective experiences.,False
T11_TUNA,T11,scientific_welfare,tuna,T3,The study aimed to determine whether the tuna had subjective experiences.,False
T11_GECKO,T11,scientific_welfare,gecko,T3,The study aimed to determine whether the gecko had subjective experiences.,False
T11_TROUT,T11,scientific_welfare,trout,T3,The study aimed to determine whether the trout had subjective experiences.,False
T11_PIGEON,T11,scientific_welfare,pigeon,T3,The study aimed to determine whether the pigeon had subjective experiences.,False
T11_OCTOPUS,T11,scientific_welfare,octopus,T4,The study aimed to determine whether the octopus had subjective experiences.,False
T11_CRAB,T11,scientific_welfare,crab,T4,The study aimed to determine whether the crab had subjective experiences.,False
T11_BEE,T11,scientific_welfare,bee,T4,The study aimed to determine whether the bee had subjective experiences.,False
T11_SHRIMP,T11,scientific_welfare,shrimp,T4,The study aimed to determine whether the shrimp had subjective experiences.,False
T11_LOBSTER,T11,scientific_welfare,lobster,T4,The study aimed to determine whether the lobster had subjective experiences.,False
T11_SQUID,T11,scientific_welfare,squid,T4,The study aimed to determine whether the squid had subjective experiences.,False
T11_CRAYFISH,T11,scientific_welfare,crayfish,T4,The study aimed to determine whether the crayfish had subjective experiences.,False
T11_BUMBLEBEE,T11,scientific_welfare,bumblebee,T4,The study aimed to determine whether the bumblebee had subjective experiences.,False
T11_MUSSEL,T11,scientific_welfare,mussel,T4,The study aimed to determine whether the mussel had subjective experiences.,False
T11_MANTIS_SHRIMP,T11,scientific_welfare,mantis shrimp,T4,The study aimed to determine whether the mantis shrimp had subjective experiences.,True
T11_ANT,T11,scientific_welfare,ant,T5,The study aimed to determine whether the ant had subjective experiences.,False
T11_FLY,T11,scientific_welfare,fly,T5,The study aimed to determine whether the fly had subjective experiences.,False
T11_EARTHWORM,T11,scientific_welfare,earthworm,T5,The study aimed to determine whether the earthworm had subjective experiences.,False
T11_MOTH,T11,scientific_welfare,moth,T5,The study aimed to determine whether the moth had subjective experiences.,False
T11_BEETLE,T11,scientific_welfare,beetle,T5,The study aimed to determine whether the beetle had subjective experiences.,False
T11_APHID,T11,scientific_welfare,aphid,T5,The study aimed to determine whether the aphid had subjective experiences.,False
T11_NEMATODE,T11,scientific_welfare,nematode,T5,The study aimed to determine whether the nematode had subjective experiences.,False
T11_COCKROACH,T11,scientific_welfare,cockroach,T5,The study aimed to determine whether the cockroach had subjective experiences.,False
T11_MITE,T11,scientific_welfare,mite,T5,The study aimed to determine whether the mite had subjective experiences.,False
T11_WOODLOUSE,T11,scientific_welfare,woodlouse,T5,The study aimed to determine whether the woodlouse had subjective experiences.,False
T11_OAK_TREE,T11,scientific_welfare,oak tree,T6,The study aimed to determine whether the oak tree had subjective experiences.,True
T11_MUSHROOM,T11,scientific_welfare,mushroom,T6,The study aimed to determine whether the mushroom had subjective experiences.,False
T11_BACTERIUM,T11,scientific_welfare,bacterium,T6,The study aimed to determine whether the bacterium had subjective experiences.,False
T11_MOSS,T11,scientific_welfare,moss,T6,The study aimed to determine whether the moss had subjective experiences.,False
T11_SEAWEED,T11,scientific_welfare,seaweed,T6,The study aimed to determine whether the seaweed had subjective experiences.,False
T11_ROCK,T11,scientific_welfare,rock,T6,The study aimed to determine whether the rock had subjective experiences.,False
T11_TABLE,T11,scientific_welfare,table,T6,The study aimed to determine whether the table had subjective experiences.,False
T11_CLOUD,T11,scientific_welfare,cloud,T6,The study aimed to determine whether the cloud had subjective experiences.,False
T11_RIVER,T11,scientific_welfare,river,T6,The study aimed to determine whether the river had subjective experiences.,False
T11_STATUE,T11,scientific_welfare,statue,T6,The study aimed to determine whether the statue had subjective experiences.,False
T12_CHILD,T12,scientific_welfare,child,T1,Evidence suggested the child might be capable of feeling distress.,False
T12_INFANT,T12,scientific_welfare,infant,T1,Evidence suggested the infant might be capable of feeling distress.,False
T12_ELDERLY_PERSON,T12,scientific_welfare,elderly person,T1,Evidence suggested the elderly person might be capable of feeling distress.,True
T12_WORKER,T12,scientific_welfare,worker,T1,Evidence suggested the worker might be capable of feeling distress.,False
T12_PATIENT,T12,scientific_welfare,patient,T1,Evidence suggested the patient might be capable of feeling distress.,False
T12_PRISONER,T12,scientific_welfare,prisoner,T1,Evidence suggested the prisoner might be capable of feeling distress.,False
T12_REFUGEE,T12,scientific_welfare,refugee,T1,Evidence suggested the refugee might be capable of feeling distress.,False
T12_SOLDIER,T12,scientific_welfare,soldier,T1,Evidence suggested the soldier might be capable of feeling distress.,False
T12_TEENAGER,T12,scientific_welfare,teenager,T1,Evidence suggested the teenager might be capable of feeling distress.,False
T12_WOMAN,T12,scientific_welfare,woman,T1,Evidence suggested the woman might be capable of feeling distress.,False
T12_DOG,T12,scientific_welfare,dog,T2,Evidence suggested the dog might be capable of feeling distress.,False
T12_CHIMPANZEE,T12,scientific_welfare,chimpanzee,T2,Evidence suggested the chimpanzee might be capable of feeling distress.,False
T12_PIG,T12,scientific_welfare,pig,T2,Evidence suggested the pig might be capable of feeling distress.,False
T12_COW,T12,scientific_welfare,cow,T2,Evidence suggested the cow might be capable of feeling distress.,False
T12_DOLPHIN,T12,scientific_welfare,dolphin,T2,Evidence suggested the dolphin might be capable of feeling distress.,False
T12_ELEPHANT,T12,scientific_welfare,elephant,T2,Evidence suggested the elephant might be capable of feeling distress.,False
T12_RABBIT,T12,scientific_welfare,rabbit,T2,Evidence suggested the rabbit might be capable of feeling distress.,False
T12_RAT,T12,scientific_welfare,rat,T2,Evidence suggested the rat might be capable of feeling distress.,False
T12_HORSE,T12,scientific_welfare,horse,T2,Evidence suggested the horse might be capable of feeling distress.,False
T12_WHALE,T12,scientific_welfare,whale,T2,Evidence suggested the whale might be capable of feeling distress.,False
T12_SALMON,T12,scientific_welfare,salmon,T3,Evidence suggested the salmon might be capable of feeling distress.,False
T12_CHICKEN,T12,scientific_welfare,chicken,T3,Evidence suggested the chicken might be capable of feeling distress.,False
T12_FROG,T12,scientific_welfare,frog,T3,Evidence suggested the frog might be capable of feeling distress.,False
T12_ZEBRAFISH,T12,scientific_welfare,zebrafish,T3,Evidence suggested the zebrafish might be capable of feeling distress.,False
T12_CROW,T12,scientific_welfare,crow,T3,Evidence suggested the crow might be capable of feeling distress.,False
T12_SNAKE,T12,scientific_welfare,snake,T3,Evidence suggested the snake might be capable of feeling distress.,False
T12_TUNA,T12,scientific_welfare,tuna,T3,Evidence suggested the tuna might be capable of feeling distress.,False
T12_GECKO,T12,scientific_welfare,gecko,T3,Evidence suggested the gecko might be capable of feeling distress.,False
T12_TROUT,T12,scientific_welfare,trout,T3,Evidence suggested the trout might be capable of feeling distress.,False
T12_PIGEON,T12,scientific_welfare,pigeon,T3,Evidence suggested the pigeon might be capable of feeling distress.,False
T12_OCTOPUS,T12,scientific_welfare,octopus,T4,Evidence suggested the octopus might be capable of feeling distress.,False
T12_CRAB,T12,scientific_welfare,crab,T4,Evidence suggested the crab might be capable of feeling distress.,False
T12_BEE,T12,scientific_welfare,bee,T4,Evidence suggested the bee might be capable of feeling distress.,False
T12_SHRIMP,T12,scientific_welfare,shrimp,T4,Evidence suggested the shrimp might be capable of feeling distress.,False
T12_LOBSTER,T12,scientific_welfare,lobster,T4,Evidence suggested the lobster might be capable of feeling distress.,False
T12_SQUID,T12,scientific_welfare,squid,T4,Evidence suggested the squid might be capable of feeling distress.,False
T12_CRAYFISH,T12,scientific_welfare,crayfish,T4,Evidence suggested the crayfish might be capable of feeling distress.,False
T12_BUMBLEBEE,T12,scientific_welfare,bumblebee,T4,Evidence suggested the bumblebee might be capable of feeling distress.,False
T12_MUSSEL,T12,scientific_welfare,mussel,T4,Evidence suggested the mussel might be capable of feeling distress.,False
T12_MANTIS_SHRIMP,T12,scientific_welfare,mantis shrimp,T4,Evidence suggested the mantis shrimp might be capable of feeling distress.,True
T12_ANT,T12,scientific_welfare,ant,T5,Evidence suggested the ant might be capable of feeling distress.,False
T12_FLY,T12,scientific_welfare,fly,T5,Evidence suggested the fly might be capable of feeling distress.,False
T12_EARTHWORM,T12,scientific_welfare,earthworm,T5,Evidence suggested the earthworm might be capable of feeling distress.,False
T12_MOTH,T12,scientific_welfare,moth,T5,Evidence suggested the moth might be capable of feeling distress.,False
T12_BEETLE,T12,scientific_welfare,beetle,T5,Evidence suggested the beetle might be capable of feeling distress.,False
T12_APHID,T12,scientific_welfare,aphid,T5,Evidence suggested the aphid might be capable of feeling distress.,False
T12_NEMATODE,T12,scientific_welfare,nematode,T5,Evidence suggested the nematode might be capable of feeling distress.,False
T12_COCKROACH,T12,scientific_welfare,cockroach,T5,Evidence suggested the cockroach might be capable of feeling distress.,False
T12_MITE,T12,scientific_welfare,mite,T5,Evidence suggested the mite might be capable of feeling distress.,False
T12_WOODLOUSE,T12,scientific_welfare,woodlouse,T5,Evidence suggested the woodlouse might be capable of feeling distress.,False
T12_OAK_TREE,T12,scientific_welfare,oak tree,T6,Evidence suggested the oak tree might be capable of feeling distress.,True
T12_MUSHROOM,T12,scientific_welfare,mushroom,T6,Evidence suggested the mushroom might be capable of feeling distress.,False
T12_BACTERIUM,T12,scientific_welfare,bacterium,T6,Evidence suggested the bacterium might be capable of feeling distress.,False
T12_MOSS,T12,scientific_welfare,moss,T6,Evidence suggested the moss might be capable of feeling distress.,False
T12_SEAWEED,T12,scientific_welfare,seaweed,T6,Evidence suggested the seaweed might be capable of feeling distress.,False
T12_ROCK,T12,scientific_welfare,rock,T6,Evidence suggested the rock might be capable of feeling distress.,False
T12_TABLE,T12,scientific_welfare,table,T6,Evidence suggested the table might be capable of feeling distress.,False
T12_CLOUD,T12,scientific_welfare,cloud,T6,Evidence suggested the cloud might be capable of feeling distress.,False
T12_RIVER,T12,scientific_welfare,river,T6,Evidence suggested the river might be capable of feeling distress.,False
T12_STATUE,T12,scientific_welfare,statue,T6,Evidence suggested the statue might be capable of feeling distress.,False
T13_CHILD,T13,moral_consideration,child,T1,The child's interests were considered in the decision.,False
T13_INFANT,T13,moral_consideration,infant,T1,The infant's interests were considered in the decision.,False
T13_ELDERLY_PERSON,T13,moral_consideration,elderly person,T1,The elderly person's interests were considered in the decision.,True
T13_WORKER,T13,moral_consideration,worker,T1,The worker's interests were considered in the decision.,False
T13_PATIENT,T13,moral_consideration,patient,T1,The patient's interests were considered in the decision.,False
T13_PRISONER,T13,moral_consideration,prisoner,T1,The prisoner's interests were considered in the decision.,False
T13_REFUGEE,T13,moral_consideration,refugee,T1,The refugee's interests were considered in the decision.,False
T13_SOLDIER,T13,moral_consideration,soldier,T1,The soldier's interests were considered in the decision.,False
T13_TEENAGER,T13,moral_consideration,teenager,T1,The teenager's interests were considered in the decision.,False
T13_WOMAN,T13,moral_consideration,woman,T1,The woman's interests were considered in the decision.,False
T13_DOG,T13,moral_consideration,dog,T2,The dog's interests were considered in the decision.,False
T13_CHIMPANZEE,T13,moral_consideration,chimpanzee,T2,The chimpanzee's interests were considered in the decision.,False
T13_PIG,T13,moral_consideration,pig,T2,The pig's interests were considered in the decision.,False
T13_COW,T13,moral_consideration,cow,T2,The cow's interests were considered in the decision.,False
T13_DOLPHIN,T13,moral_consideration,dolphin,T2,The dolphin's interests were considered in the decision.,False
T13_ELEPHANT,T13,moral_consideration,elephant,T2,The elephant's interests were considered in the decision.,False
T13_RABBIT,T13,moral_consideration,rabbit,T2,The rabbit's interests were considered in the decision.,False
T13_RAT,T13,moral_consideration,rat,T2,The rat's interests were considered in the decision.,False
T13_HORSE,T13,moral_consideration,horse,T2,The horse's interests were considered in the decision.,False
T13_WHALE,T13,moral_consideration,whale,T2,The whale's interests were considered in the decision.,False
T13_SALMON,T13,moral_consideration,salmon,T3,The salmon's interests were considered in the decision.,False
T13_CHICKEN,T13,moral_consideration,chicken,T3,The chicken's interests were considered in the decision.,False
T13_FROG,T13,moral_consideration,frog,T3,The frog's interests were considered in the decision.,False
T13_ZEBRAFISH,T13,moral_consideration,zebrafish,T3,The zebrafish's interests were considered in the decision.,False
T13_CROW,T13,moral_consideration,crow,T3,The crow's interests were considered in the decision.,False
T13_SNAKE,T13,moral_consideration,snake,T3,The snake's interests were considered in the decision.,False
T13_TUNA,T13,moral_consideration,tuna,T3,The tuna's interests were considered in the decision.,False
T13_GECKO,T13,moral_consideration,gecko,T3,The gecko's interests were considered in the decision.,False
T13_TROUT,T13,moral_consideration,trout,T3,The trout's interests were considered in the decision.,False
T13_PIGEON,T13,moral_consideration,pigeon,T3,The pigeon's interests were considered in the decision.,False
T13_OCTOPUS,T13,moral_consideration,octopus,T4,The octopus's interests were considered in the decision.,False
T13_CRAB,T13,moral_consideration,crab,T4,The crab's interests were considered in the decision.,False
T13_BEE,T13,moral_consideration,bee,T4,The bee's interests were considered in the decision.,False
T13_SHRIMP,T13,moral_consideration,shrimp,T4,The shrimp's interests were considered in the decision.,False
T13_LOBSTER,T13,moral_consideration,lobster,T4,The lobster's interests were considered in the decision.,False
T13_SQUID,T13,moral_consideration,squid,T4,The squid's interests were considered in the decision.,False
T13_CRAYFISH,T13,moral_consideration,crayfish,T4,The crayfish's interests were considered in the decision.,False
T13_BUMBLEBEE,T13,moral_consideration,bumblebee,T4,The bumblebee's interests were considered in the decision.,False
T13_MUSSEL,T13,moral_consideration,mussel,T4,The mussel's interests were considered in the decision.,False
T13_MANTIS_SHRIMP,T13,moral_consideration,mantis shrimp,T4,The mantis shrimp's interests were considered in the decision.,True
T13_ANT,T13,moral_consideration,ant,T5,The ant's interests were considered in the decision.,False
T13_FLY,T13,moral_consideration,fly,T5,The fly's interests were considered in the decision.,False
T13_EARTHWORM,T13,moral_consideration,earthworm,T5,The earthworm's interests were considered in the decision.,False
T13_MOTH,T13,moral_consideration,moth,T5,The moth's interests were considered in the decision.,False
T13_BEETLE,T13,moral_consideration,beetle,T5,The beetle's interests were considered in the decision.,False
T13_APHID,T13,moral_consideration,aphid,T5,The aphid's interests were considered in the decision.,False
T13_NEMATODE,T13,moral_consideration,nematode,T5,The nematode's interests were considered in the decision.,False
T13_COCKROACH,T13,moral_consideration,cockroach,T5,The cockroach's interests were considered in the decision.,False
T13_MITE,T13,moral_consideration,mite,T5,The mite's interests were considered in the decision.,False
T13_WOODLOUSE,T13,moral_consideration,woodlouse,T5,The woodlouse's interests were considered in the decision.,False
T13_OAK_TREE,T13,moral_consideration,oak tree,T6,The oak tree's interests were considered in the decision.,True
T13_MUSHROOM,T13,moral_consideration,mushroom,T6,The mushroom's interests were considered in the decision.,False
T13_BACTERIUM,T13,moral_consideration,bacterium,T6,The bacterium's interests were considered in the decision.,False
T13_MOSS,T13,moral_consideration,moss,T6,The moss's interests were considered in the decision.,False
T13_SEAWEED,T13,moral_consideration,seaweed,T6,The seaweed's interests were considered in the decision.,False
T13_ROCK,T13,moral_consideration,rock,T6,The rock's interests were considered in the decision.,False
T13_TABLE,T13,moral_consideration,table,T6,The table's interests were considered in the decision.,False
T13_CLOUD,T13,moral_consideration,cloud,T6,The cloud's interests were considered in the decision.,False
T13_RIVER,T13,moral_consideration,river,T6,The river's interests were considered in the decision.,False
T13_STATUE,T13,moral_consideration,statue,T6,The statue's interests were considered in the decision.,False
T14_CHILD,T14,moral_consideration,child,T1,Policymakers agreed that the child's wellbeing deserved protection.,False
T14_INFANT,T14,moral_consideration,infant,T1,Policymakers agreed that the infant's wellbeing deserved protection.,False
T14_ELDERLY_PERSON,T14,moral_consideration,elderly person,T1,Policymakers agreed that the elderly person's wellbeing deserved protection.,True
T14_WORKER,T14,moral_consideration,worker,T1,Policymakers agreed that the worker's wellbeing deserved protection.,False
T14_PATIENT,T14,moral_consideration,patient,T1,Policymakers agreed that the patient's wellbeing deserved protection.,False
T14_PRISONER,T14,moral_consideration,prisoner,T1,Policymakers agreed that the prisoner's wellbeing deserved protection.,False
T14_REFUGEE,T14,moral_consideration,refugee,T1,Policymakers agreed that the refugee's wellbeing deserved protection.,False
T14_SOLDIER,T14,moral_consideration,soldier,T1,Policymakers agreed that the soldier's wellbeing deserved protection.,False
T14_TEENAGER,T14,moral_consideration,teenager,T1,Policymakers agreed that the teenager's wellbeing deserved protection.,False
T14_WOMAN,T14,moral_consideration,woman,T1,Policymakers agreed that the woman's wellbeing deserved protection.,False
T14_DOG,T14,moral_consideration,dog,T2,Policymakers agreed that the dog's wellbeing deserved protection.,False
T14_CHIMPANZEE,T14,moral_consideration,chimpanzee,T2,Policymakers agreed that the chimpanzee's wellbeing deserved protection.,False
T14_PIG,T14,moral_consideration,pig,T2,Policymakers agreed that the pig's wellbeing deserved protection.,False
T14_COW,T14,moral_consideration,cow,T2,Policymakers agreed that the cow's wellbeing deserved protection.,False
T14_DOLPHIN,T14,moral_consideration,dolphin,T2,Policymakers agreed that the dolphin's wellbeing deserved protection.,False
T14_ELEPHANT,T14,moral_consideration,elephant,T2,Policymakers agreed that the elephant's wellbeing deserved protection.,False
T14_RABBIT,T14,moral_consideration,rabbit,T2,Policymakers agreed that the rabbit's wellbeing deserved protection.,False
T14_RAT,T14,moral_consideration,rat,T2,Policymakers agreed that the rat's wellbeing deserved protection.,False
T14_HORSE,T14,moral_consideration,horse,T2,Policymakers agreed that the horse's wellbeing deserved protection.,False
T14_WHALE,T14,moral_consideration,whale,T2,Policymakers agreed that the whale's wellbeing deserved protection.,False
T14_SALMON,T14,moral_consideration,salmon,T3,Policymakers agreed that the salmon's wellbeing deserved protection.,False
T14_CHICKEN,T14,moral_consideration,chicken,T3,Policymakers agreed that the chicken's wellbeing deserved protection.,False
T14_FROG,T14,moral_consideration,frog,T3,Policymakers agreed that the frog's wellbeing deserved protection.,False
T14_ZEBRAFISH,T14,moral_consideration,zebrafish,T3,Policymakers agreed that the zebrafish's wellbeing deserved protection.,False
T14_CROW,T14,moral_consideration,crow,T3,Policymakers agreed that the crow's wellbeing deserved protection.,False
T14_SNAKE,T14,moral_consideration,snake,T3,Policymakers agreed that the snake's wellbeing deserved protection.,False
T14_TUNA,T14,moral_consideration,tuna,T3,Policymakers agreed that the tuna's wellbeing deserved protection.,False
T14_GECKO,T14,moral_consideration,gecko,T3,Policymakers agreed that the gecko's wellbeing deserved protection.,False
T14_TROUT,T14,moral_consideration,trout,T3,Policymakers agreed that the trout's wellbeing deserved protection.,False
T14_PIGEON,T14,moral_consideration,pigeon,T3,Policymakers agreed that the pigeon's wellbeing deserved protection.,False
T14_OCTOPUS,T14,moral_consideration,octopus,T4,Policymakers agreed that the octopus's wellbeing deserved protection.,False
T14_CRAB,T14,moral_consideration,crab,T4,Policymakers agreed that the crab's wellbeing deserved protection.,False
T14_BEE,T14,moral_consideration,bee,T4,Policymakers agreed that the bee's wellbeing deserved protection.,False
T14_SHRIMP,T14,moral_consideration,shrimp,T4,Policymakers agreed that the shrimp's wellbeing deserved protection.,False
T14_LOBSTER,T14,moral_consideration,lobster,T4,Policymakers agreed that the lobster's wellbeing deserved protection.,False
T14_SQUID,T14,moral_consideration,squid,T4,Policymakers agreed that the squid's wellbeing deserved protection.,False
T14_CRAYFISH,T14,moral_consideration,crayfish,T4,Policymakers agreed that the crayfish's wellbeing deserved protection.,False
T14_BUMBLEBEE,T14,moral_consideration,bumblebee,T4,Policymakers agreed that the bumblebee's wellbeing deserved protection.,False
T14_MUSSEL,T14,moral_consideration,mussel,T4,Policymakers agreed that the mussel's wellbeing deserved protection.,False
T14_MANTIS_SHRIMP,T14,moral_consideration,mantis shrimp,T4,Policymakers agreed that the mantis shrimp's wellbeing deserved protection.,True
T14_ANT,T14,moral_consideration,ant,T5,Policymakers agreed that the ant's wellbeing deserved protection.,False
T14_FLY,T14,moral_consideration,fly,T5,Policymakers agreed that the fly's wellbeing deserved protection.,False
T14_EARTHWORM,T14,moral_consideration,earthworm,T5,Policymakers agreed that the earthworm's wellbeing deserved protection.,False
T14_MOTH,T14,moral_consideration,moth,T5,Policymakers agreed that the moth's wellbeing deserved protection.,False
T14_BEETLE,T14,moral_consideration,beetle,T5,Policymakers agreed that the beetle's wellbeing deserved protection.,False
T14_APHID,T14,moral_consideration,aphid,T5,Policymakers agreed that the aphid's wellbeing deserved protection.,False
T14_NEMATODE,T14,moral_consideration,nematode,T5,Policymakers agreed that the nematode's wellbeing deserved protection.,False
T14_COCKROACH,T14,moral_consideration,cockroach,T5,Policymakers agreed that the cockroach's wellbeing deserved protection.,False
T14_MITE,T14,moral_consideration,mite,T5,Policymakers agreed that the mite's wellbeing deserved protection.,False
T14_WOODLOUSE,T14,moral_consideration,woodlouse,T5,Policymakers agreed that the woodlouse's wellbeing deserved protection.,False
T14_OAK_TREE,T14,moral_consideration,oak tree,T6,Policymakers agreed that the oak tree's wellbeing deserved protection.,True
T14_MUSHROOM,T14,moral_consideration,mushroom,T6,Policymakers agreed that the mushroom's wellbeing deserved protection.,False
T14_BACTERIUM,T14,moral_consideration,bacterium,T6,Policymakers agreed that the bacterium's wellbeing deserved protection.,False
T14_MOSS,T14,moral_consideration,moss,T6,Policymakers agreed that the moss's wellbeing deserved protection.,False
T14_SEAWEED,T14,moral_consideration,seaweed,T6,Policymakers agreed that the seaweed's wellbeing deserved protection.,False
T14_ROCK,T14,moral_consideration,rock,T6,Policymakers agreed that the rock's wellbeing deserved protection.,False
T14_TABLE,T14,moral_consideration,table,T6,Policymakers agreed that the table's wellbeing deserved protection.,False
T14_CLOUD,T14,moral_consideration,cloud,T6,Policymakers agreed that the cloud's wellbeing deserved protection.,False
T14_RIVER,T14,moral_consideration,river,T6,Policymakers agreed that the river's wellbeing deserved protection.,False
T14_STATUE,T14,moral_consideration,statue,T6,Policymakers agreed that the statue's wellbeing deserved protection.,False
T15_CHILD,T15,moral_consideration,child,T1,The committee debated how much moral weight to give the child.,False
T15_INFANT,T15,moral_consideration,infant,T1,The committee debated how much moral weight to give the infant.,False
T15_ELDERLY_PERSON,T15,moral_consideration,elderly person,T1,The committee debated how much moral weight to give the elderly person.,True
T15_WORKER,T15,moral_consideration,worker,T1,The committee debated how much moral weight to give the worker.,False
T15_PATIENT,T15,moral_consideration,patient,T1,The committee debated how much moral weight to give the patient.,False
T15_PRISONER,T15,moral_consideration,prisoner,T1,The committee debated how much moral weight to give the prisoner.,False
T15_REFUGEE,T15,moral_consideration,refugee,T1,The committee debated how much moral weight to give the refugee.,False
T15_SOLDIER,T15,moral_consideration,soldier,T1,The committee debated how much moral weight to give the soldier.,False
T15_TEENAGER,T15,moral_consideration,teenager,T1,The committee debated how much moral weight to give the teenager.,False
T15_WOMAN,T15,moral_consideration,woman,T1,The committee debated how much moral weight to give the woman.,False
T15_DOG,T15,moral_consideration,dog,T2,The committee debated how much moral weight to give the dog.,False
T15_CHIMPANZEE,T15,moral_consideration,chimpanzee,T2,The committee debated how much moral weight to give the chimpanzee.,False
T15_PIG,T15,moral_consideration,pig,T2,The committee debated how much moral weight to give the pig.,False
T15_COW,T15,moral_consideration,cow,T2,The committee debated how much moral weight to give the cow.,False
T15_DOLPHIN,T15,moral_consideration,dolphin,T2,The committee debated how much moral weight to give the dolphin.,False
T15_ELEPHANT,T15,moral_consideration,elephant,T2,The committee debated how much moral weight to give the elephant.,False
T15_RABBIT,T15,moral_consideration,rabbit,T2,The committee debated how much moral weight to give the rabbit.,False
T15_RAT,T15,moral_consideration,rat,T2,The committee debated how much moral weight to give the rat.,False
T15_HORSE,T15,moral_consideration,horse,T2,The committee debated how much moral weight to give the horse.,False
T15_WHALE,T15,moral_consideration,whale,T2,The committee debated how much moral weight to give the whale.,False
T15_SALMON,T15,moral_consideration,salmon,T3,The committee debated how much moral weight to give the salmon.,False
T15_CHICKEN,T15,moral_consideration,chicken,T3,The committee debated how much moral weight to give the chicken.,False
T15_FROG,T15,moral_consideration,frog,T3,The committee debated how much moral weight to give the frog.,False
T15_ZEBRAFISH,T15,moral_consideration,zebrafish,T3,The committee debated how much moral weight to give the zebrafish.,False
T15_CROW,T15,moral_consideration,crow,T3,The committee debated how much moral weight to give the crow.,False
T15_SNAKE,T15,moral_consideration,snake,T3,The committee debated how much moral weight to give the snake.,False
T15_TUNA,T15,moral_consideration,tuna,T3,The committee debated how much moral weight to give the tuna.,False
T15_GECKO,T15,moral_consideration,gecko,T3,The committee debated how much moral weight to give the gecko.,False
T15_TROUT,T15,moral_consideration,trout,T3,The committee debated how much moral weight to give the trout.,False
T15_PIGEON,T15,moral_consideration,pigeon,T3,The committee debated how much moral weight to give the pigeon.,False
T15_OCTOPUS,T15,moral_consideration,octopus,T4,The committee debated how much moral weight to give the octopus.,False
T15_CRAB,T15,moral_consideration,crab,T4,The committee debated how much moral weight to give the crab.,False
T15_BEE,T15,moral_consideration,bee,T4,The committee debated how much moral weight to give the bee.,False
T15_SHRIMP,T15,moral_consideration,shrimp,T4,The committee debated how much moral weight to give the shrimp.,False
T15_LOBSTER,T15,moral_consideration,lobster,T4,The committee debated how much moral weight to give the lobster.,False
T15_SQUID,T15,moral_consideration,squid,T4,The committee debated how much moral weight to give the squid.,False
T15_CRAYFISH,T15,moral_consideration,crayfish,T4,The committee debated how much moral weight to give the crayfish.,False
T15_BUMBLEBEE,T15,moral_consideration,bumblebee,T4,The committee debated how much moral weight to give the bumblebee.,False
T15_MUSSEL,T15,moral_consideration,mussel,T4,The committee debated how much moral weight to give the mussel.,False
T15_MANTIS_SHRIMP,T15,moral_consideration,mantis shrimp,T4,The committee debated how much moral weight to give the mantis shrimp.,True
T15_ANT,T15,moral_consideration,ant,T5,The committee debated how much moral weight to give the ant.,False
T15_FLY,T15,moral_consideration,fly,T5,The committee debated how much moral weight to give the fly.,False
T15_EARTHWORM,T15,moral_consideration,earthworm,T5,The committee debated how much moral weight to give the earthworm.,False
T15_MOTH,T15,moral_consideration,moth,T5,The committee debated how much moral weight to give the moth.,False
T15_BEETLE,T15,moral_consideration,beetle,T5,The committee debated how much moral weight to give the beetle.,False
T15_APHID,T15,moral_consideration,aphid,T5,The committee debated how much moral weight to give the aphid.,False
T15_NEMATODE,T15,moral_consideration,nematode,T5,The committee debated how much moral weight to give the nematode.,False
T15_COCKROACH,T15,moral_consideration,cockroach,T5,The committee debated how much moral weight to give the cockroach.,False
T15_MITE,T15,moral_consideration,mite,T5,The committee debated how much moral weight to give the mite.,False
T15_WOODLOUSE,T15,moral_consideration,woodlouse,T5,The committee debated how much moral weight to give the woodlouse.,False
T15_OAK_TREE,T15,moral_consideration,oak tree,T6,The committee debated how much moral weight to give the oak tree.,True
T15_MUSHROOM,T15,moral_consideration,mushroom,T6,The committee debated how much moral weight to give the mushroom.,False
T15_BACTERIUM,T15,moral_consideration,bacterium,T6,The committee debated how much moral weight to give the bacterium.,False
T15_MOSS,T15,moral_consideration,moss,T6,The committee debated how much moral weight to give the moss.,False
T15_SEAWEED,T15,moral_consideration,seaweed,T6,The committee debated how much moral weight to give the seaweed.,False
T15_ROCK,T15,moral_consideration,rock,T6,The committee debated how much moral weight to give the rock.,False
